id;country_code;gender;education;random1;random2;random3
709;EG;Male;Degree;0,818643856;2;3
710;CO;Male;Degree;0,807639349;2;2
711;MY;Female;Post-graduate qualifications;0,018939616;1;4
712;NG;Male;Secondary;0,626071987;4;0
713;DE;Male;None;0,802780041;6;1
714;EG;Other;Further education;0,577116816;3;3
715;CO;Female;Primary;0,056368814;5;2
716;CO;Male;Post-graduate qualifications;0,778901856;1;2
717;CO;Female;Further education;0,220824962;3;2
718;CO;Female;None;0,125108272;6;2
719;EG;Female;Further education;0,382989684;3;3
720;EG;Female;Further education;0,394522427;3;3
721;CO;Male;Degree;0,648928356;2;2
722;MY;Male;Further education;0,659935667;3;4
723;NG;Female;Degree;0,274389648;2;0
724;MY;Female;Secondary;0,392431887;4;4
725;CO;Male;Degree;0,724596066;2;2
726;NG;Male;None;0,627848026;6;0
727;NG;Male;Secondary;0,64446739;4;0
728;CO;Male;Degree;0,641024599;2;2
729;MY;Female;Primary;0,276897095;5;4
730;NG;Male;None;0,814164894;6;0
731;NG;Other;Post-graduate qualifications;0,506138707;1;0
732;EG;Male;None;0,957144209;6;3
733;CO;Female;Primary;0,350603594;5;2
734;NG;Female;Degree;0,17070357;2;0
735;DE;Female;Secondary;0,008237279;4;1
736;EG;Female;Primary;0,319651477;5;3
737;MY;Male;Primary;0,763449246;5;4
738;CO;Female;Secondary;0,265024983;4;2
739;EG;Female;Secondary;0,125473375;4;3
740;MY;Other;Post-graduate qualifications;0,445472326;1;4
741;MY;Female;Secondary;0,061053978;4;4
742;EG;Male;Further education;0,691196029;3;3
743;NG;Other;None;0,442755992;6;0
744;CO;Other;None;0,593068002;6;2
745;CO;Female;Further education;0,291037393;3;2
746;NG;Female;None;0,105809854;6;0
747;CO;Other;Primary;0,474065877;5;2
748;DE;Female;Post-graduate qualifications;0,063197129;1;1
749;MY;Male;Degree;0,983147766;2;4
750;NG;Male;Primary;0,896063248;5;0
751;MY;Other;Further education;0,560431945;3;4
752;EG;Female;Degree;0,276626459;2;3
753;CO;Male;Post-graduate qualifications;0,817852351;1;2
754;NG;Male;Post-graduate qualifications;0,827520505;1;0
755;MY;Female;Further education;0,119615693;3;4
756;DE;Other;Degree;0,56625886;2;1
757;DE;Male;Secondary;0,851883055;4;1
758;MY;Male;Further education;0,914957586;3;4
759;NG;Female;Post-graduate qualifications;0,242599477;1;0
760;CO;Other;Primary;0,572950365;5;2
761;DE;Male;Post-graduate qualifications;0,925846362;1;1
762;EG;Other;Further education;0,418978479;3;3
763;CO;Female;Secondary;0,214829789;4;2
764;NG;Male;Secondary;0,764997091;4;0
765;NG;Female;Primary;0,38428018;5;0
766;MY;Male;Secondary;0,624374511;4;4
767;DE;Other;Secondary;0,484513714;4;1
768;NG;Female;Degree;0,150796222;2;0
769;CO;Male;Degree;0,819506911;2;2
770;NG;Female;Further education;0,027446861;3;0
771;DE;Female;Post-graduate qualifications;0,104689105;1;1
772;EG;Male;Post-graduate qualifications;0,738417613;1;3
773;NG;Male;Post-graduate qualifications;0,694549227;1;0
774;DE;Female;Degree;0,219551644;2;1
775;MY;Male;None;0,652459329;6;4
776;EG;Male;Secondary;0,610050901;4;3
777;CO;Female;None;0,310592248;6;2
778;DE;Female;None;0,06781513;6;1
779;DE;Female;Degree;0,050059908;2;1
780;MY;Female;Secondary;0,283429379;4;4
781;NG;Male;Secondary;0,707971231;4;0
782;EG;Other;Secondary;0,587051336;4;3
783;CO;Male;Post-graduate qualifications;0,845029404;1;2
784;NG;Other;Secondary;0,509733199;4;0
785;EG;Female;Degree;0,366561282;2;3
786;CO;Male;Degree;0,612994435;2;2
787;CO;Female;None;0,298896419;6;2
788;EG;Female;Post-graduate qualifications;0,164478836;1;3
789;NG;Male;Primary;0,781080579;5;0
790;MY;Male;Post-graduate qualifications;0,653229056;1;4
791;DE;Other;Further education;0,406830163;3;1
792;MY;Male;Degree;0,700378837;2;4
793;MY;Female;Secondary;0,279313291;4;4
794;DE;Male;Primary;0,771542683;5;1
795;CO;Other;Post-graduate qualifications;0,446751168;1;2
796;EG;Other;Further education;0,529352535;3;3
797;DE;Female;None;0,352221305;6;1
798;EG;Male;Degree;0,762644456;2;3
799;DE;Female;Secondary;0,064237366;4;1
800;NG;Female;Degree;0,211782134;2;0
801;DE;Other;Further education;0,42876246;3;1
802;DE;Male;Degree;0,729526771;2;1
803;EG;Other;Further education;0,579109405;3;3
804;EG;Male;None;0,643976405;6;3
805;MY;Male;Post-graduate qualifications;0,818420933;1;4
806;DE;Male;None;0,619850292;6;1
807;MY;Male;Primary;0,908006436;5;4
808;MY;Other;Primary;0,550994923;5;4
809;DE;Male;Post-graduate qualifications;0,811837992;1;1
810;DE;Other;Secondary;0,501131889;4;1
811;EG;Male;Primary;0,789323799;5;3
812;CO;Male;Further education;0,729614096;3;2
813;EG;Male;Secondary;0,693598194;4;3
814;CO;Male;Secondary;0,684160496;4;2
815;DE;Male;Further education;0,874558445;3;1
816;DE;Female;Degree;0,182158172;2;1
817;DE;Female;Further education;0,348167342;3;1
818;EG;Other;None;0,497090311;6;3
819;MY;Female;Further education;0,164574885;3;4
820;MY;Female;Further education;0,229690808;3;4
821;NG;Male;Primary;0,972453255;5;0
822;CO;Male;None;0,834770682;6;2
823;NG;Female;None;0,020533186;6;0
824;DE;Female;Degree;0,08172655;2;1
825;EG;Male;Secondary;0,835763594;4;3
826;CO;Female;Secondary;0,114883511;4;2
827;CO;Female;Post-graduate qualifications;0,183598634;1;2
828;EG;Female;Further education;0,077126325;3;3
829;EG;Male;Further education;0,814556842;3;3
830;NG;Female;None;0,101493028;6;0
831;NG;Female;None;0,076438973;6;0
832;NG;Male;Secondary;0,715225359;4;0
833;CO;Female;Primary;0,104250816;5;2
834;MY;Female;None;0,015120031;6;4
835;NG;Female;Post-graduate qualifications;0,368593233;1;0
836;DE;Female;Primary;0,080636867;5;1
837;NG;Other;Post-graduate qualifications;0,582851931;1;0
838;MY;Other;Degree;0,500769408;2;4
839;CO;Female;Further education;0,355860341;3;2
840;NG;Other;None;0,426571868;6;0
841;EG;Other;Primary;0,472738826;5;3
842;NG;Female;Post-graduate qualifications;0,228033574;1;0
843;CO;Female;Primary;0,261829325;5;2
844;CO;Female;Further education;0,27189431;3;2
845;DE;Male;Primary;0,70524849;5;1
846;CO;Female;None;0,308079443;6;2
847;DE;Male;Degree;0,639156492;2;1
848;MY;Male;None;0,976445603;6;4
849;NG;Male;Primary;0,675061537;5;0
850;CO;Other;Primary;0,410483918;5;2
851;CO;Male;Secondary;0,920324882;4;2
852;EG;Male;Further education;0,852427165;3;3
853;NG;Female;None;0,207735938;6;0
854;NG;Other;Secondary;0,539821948;4;0
855;CO;Female;Degree;0,013349584;2;2
856;CO;Female;Degree;0,320378965;2;2
857;MY;Other;Secondary;0,405691741;4;4
858;DE;Male;Post-graduate qualifications;0,924705423;1;1
859;MY;Female;Post-graduate qualifications;0,270448373;1;4
860;NG;Male;Primary;0,914428884;5;0
861;CO;Female;None;0,007661847;6;2
862;MY;Other;Post-graduate qualifications;0,483736182;1;4
863;CO;Female;Post-graduate qualifications;0,036516468;1;2
864;DE;Male;Primary;0,674627578;5;1
865;EG;Female;Secondary;0,192761279;4;3
866;EG;Female;Degree;0,188704813;2;3
867;CO;Male;None;0,672087783;6;2
868;MY;Other;Further education;0,436875169;3;4
869;EG;Female;Primary;0,278830692;5;3
870;DE;Female;Further education;0,194564595;3;1
871;EG;Other;Secondary;0,414167353;4;3
872;NG;Male;Further education;0,98647915;3;0
873;EG;Female;None;0,004120156;6;3
874;CO;Other;Primary;0,489636921;5;2
875;MY;Other;Further education;0,535007809;3;4
876;CO;Female;Further education;0,288435081;3;2
877;DE;Female;Primary;0,238433071;5;1
878;NG;Female;Secondary;0,217885408;4;0
879;NG;Female;Post-graduate qualifications;0,256800898;1;0
880;DE;Female;Secondary;0,398438466;4;1
881;MY;Female;Post-graduate qualifications;0,37156647;1;4
882;DE;Male;Degree;0,70699072;2;1
883;MY;Female;Secondary;0,25717779;4;4
884;NG;Female;Further education;0,343308109;3;0
885;NG;Male;None;0,782343701;6;0
886;MY;Other;Secondary;0,468948602;4;4
887;NG;Male;Degree;0,847705851;2;0
888;EG;Male;Degree;0,851642336;2;3
889;MY;Female;Secondary;0,395996441;4;4
890;CO;Male;Primary;0,726507314;5;2
891;EG;Female;Degree;0,359479056;2;3
892;MY;Female;None;0,238328421;6;4
893;CO;Male;Post-graduate qualifications;0,646785226;1;2
894;MY;Male;Post-graduate qualifications;0,623771729;1;4
895;CO;Female;Degree;0,205412226;2;2
896;DE;Male;Primary;0,616570142;5;1
897;EG;Male;Degree;0,908470022;2;3
898;DE;Female;Further education;0,27679984;3;1
899;MY;Female;None;0,32849153;6;4
900;EG;Female;Primary;0,193666756;5;3
901;NG;Female;None;0,348271415;6;0
902;MY;Male;Post-graduate qualifications;0,963794857;1;4
903;DE;Other;Secondary;0,423037984;4;1
904;NG;Female;Post-graduate qualifications;0,065057843;1;0
905;NG;Male;None;0,867900736;6;0
906;NG;Female;Post-graduate qualifications;0,112753538;1;0
907;NG;Male;Post-graduate qualifications;0,912480787;1;0
908;CO;Female;Degree;0,260213166;2;2
909;MY;Male;Primary;0,958486278;5;4
910;CO;Male;Post-graduate qualifications;0,963403007;1;2
911;DE;Female;None;0,320535114;6;1
912;EG;Female;None;0,149577281;6;3
913;EG;Male;None;0,74267177;6;3
914;NG;Female;Further education;0,303231633;3;0
915;CO;Female;Primary;0,073676018;5;2
916;NG;Male;Degree;0,691126992;2;0
917;NG;Female;Secondary;0,083193495;4;0
918;MY;Male;Secondary;0,652901223;4;4
919;DE;Other;None;0,589061092;6;1
920;EG;Female;Post-graduate qualifications;0,205484063;1;3
921;EG;Female;Further education;0,166995631;3;3
922;DE;Other;Post-graduate qualifications;0,539437948;1;1
923;MY;Male;Primary;0,631627846;5;4
924;NG;Female;Degree;0,398531946;2;0
925;EG;Male;Primary;0,710605671;5;3
926;NG;Other;Post-graduate qualifications;0,58167916;1;0
927;MY;Female;Primary;0,293254014;5;4
928;MY;Female;Primary;0,326420177;5;4
929;EG;Male;Degree;0,814946826;2;3
930;DE;Other;Further education;0,470734573;3;1
931;NG;Female;Primary;0,336785956;5;0
932;DE;Male;Secondary;0,613616661;4;1
933;MY;Male;Secondary;0,929534539;4;4
934;NG;Other;Post-graduate qualifications;0,427079738;1;0
935;CO;Male;Further education;0,648439667;3;2
936;MY;Female;Primary;0,042974741;5;4
937;DE;Male;Further education;0,986570501;3;1
938;CO;Other;Further education;0,558325824;3;2
939;CO;Male;Post-graduate qualifications;0,912221657;1;2
940;DE;Female;Secondary;0,163520402;4;1
941;DE;Female;None;0,354994024;6;1
942;MY;Female;Primary;0,068097134;5;4
943;EG;Male;Secondary;0,870297893;4;3
944;MY;Female;Further education;0,198563967;3;4
945;MY;Male;Further education;0,69265516;3;4
946;EG;Male;None;0,843446818;6;3
947;DE;Male;Further education;0,966759108;3;1
948;EG;Male;Further education;0,979801722;3;3
949;NG;Other;Post-graduate qualifications;0,434764876;1;0
950;CO;Male;Secondary;0,747608784;4;2
951;MY;Male;Post-graduate qualifications;0,686487181;1;4
952;MY;Female;None;0,165935412;6;4
953;EG;Male;None;0,947799175;6;3
954;CO;Female;Secondary;0,273273456;4;2
955;NG;Female;Secondary;0,20375297;4;0
956;CO;Other;Primary;0,554689605;5;2
957;CO;Male;Degree;0,771317561;2;2
958;MY;Other;None;0,587664376;6;4
959;NG;Male;Further education;0,604583971;3;0
960;NG;Male;Secondary;0,796398187;4;0
961;CO;Male;Degree;0,874132156;2;2
962;EG;Male;Post-graduate qualifications;0,650424978;1;3
963;NG;Male;Degree;0,901593449;2;0
964;NG;Other;Post-graduate qualifications;0,428309216;1;0
965;DE;Other;Post-graduate qualifications;0,5488666;1;1
966;NG;Other;None;0,488645058;6;0
967;NG;Female;Further education;0,076629414;3;0
968;EG;Female;Secondary;0,356776186;4;3
969;MY;Female;Degree;0,031575797;2;4
970;DE;Female;None;0,065383973;6;1
971;EG;Other;Degree;0,407033793;2;3
972;NG;Male;Degree;0,743073564;2;0
973;NG;Female;Post-graduate qualifications;0,271782329;1;0
974;DE;Female;Degree;0,207673644;2;1
975;MY;Female;None;0,045461952;6;4
976;CO;Male;Post-graduate qualifications;0,993794603;1;2
977;EG;Female;Further education;0,3051628;3;3
978;MY;Female;Secondary;0,282209167;4;4
979;CO;Male;Post-graduate qualifications;0,912046651;1;2
980;MY;Female;Primary;0,152861897;5;4
981;DE;Female;Further education;0,302005966;3;1
982;NG;Female;None;0,235211143;6;0
983;EG;Other;Post-graduate qualifications;0,418169431;1;3
984;DE;Other;Degree;0,595074026;2;1
985;MY;Male;Post-graduate qualifications;0,901681604;1;4
986;EG;Female;None;0,058345891;6;3
987;DE;Male;None;0,701458256;6;1
988;DE;Female;Further education;0,039665987;3;1
989;MY;Female;Post-graduate qualifications;0,012910744;1;4
990;EG;Male;Primary;0,780108356;5;3
991;EG;Male;Primary;0,834196028;5;3
992;NG;Female;Post-graduate qualifications;0,136543545;1;0
993;EG;Other;Primary;0,514783313;5;3
994;NG;Female;Degree;0,045265051;2;0
995;NG;Other;None;0,466644746;6;0
996;EG;Male;Post-graduate qualifications;0,752270956;1;3
997;CO;Male;Degree;0,97163198;2;2
998;EG;Female;None;0,373726393;6;3
999;MY;Other;Post-graduate qualifications;0,552841184;1;4
1000;NG;Male;Post-graduate qualifications;0,96086201;1;0
1001;MY;Male;Post-graduate qualifications;0,955991349;1;4
1002;MY;Female;None;0,110033697;6;4
1003;NG;Male;Secondary;0,721509849;4;0
1004;EG;Male;Degree;0,700297929;2;3
1005;DE;Female;None;0,166915083;6;1
1006;DE;Other;None;0,404004557;6;1
1007;NG;Male;Secondary;0,831515244;4;0
1008;MY;Female;Further education;0,252967276;3;4
1009;DE;Other;Post-graduate qualifications;0,432140406;1;1
1010;CO;Female;Primary;0,016345862;5;2
1011;MY;Other;Secondary;0,498574996;4;4
1012;MY;Other;Secondary;0,483813402;4;4
1013;NG;Male;Further education;0,965438869;3;0
1014;EG;Other;None;0,537189838;6;3
1015;EG;Other;Further education;0,511130942;3;3
1016;EG;Female;Primary;0,326636776;5;3
1017;EG;Other;None;0,525984854;6;3
1018;CO;Male;Degree;0,643268158;2;2
1019;CO;Other;None;0,539018015;6;2
1020;MY;Other;Further education;0,577464681;3;4
1021;EG;Female;Degree;0,323373526;2;3
1022;EG;Male;Further education;0,861241601;3;3
1023;DE;Male;Post-graduate qualifications;0,692423894;1;1
1024;CO;Female;None;0,237419818;6;2
1025;EG;Other;Primary;0,516753493;5;3
1026;EG;Female;Secondary;0,121529725;4;3
1027;MY;Male;Degree;0,994942369;2;4
1028;CO;Other;Degree;0,526139986;2;2
1029;CO;Male;Secondary;0,994460854;4;2
1030;NG;Female;Primary;0,117298917;5;0
1031;CO;Other;None;0,535297242;6;2
1032;MY;Female;Further education;0,059106493;3;4
1033;MY;Male;None;0,87006712;6;4
1034;MY;Other;Degree;0,449280515;2;4
1035;MY;Female;Primary;0,337146354;5;4
1036;NG;Female;None;0,132106682;6;0
1037;MY;Female;Primary;0,384229117;5;4
1038;CO;Female;Degree;0,15949072;2;2
1039;EG;Male;Post-graduate qualifications;0,952813658;1;3
1040;CO;Female;Degree;0,346831486;2;2
1041;CO;Other;Primary;0,570210284;5;2
1042;NG;Other;Primary;0,40609126;5;0
1043;MY;Other;Post-graduate qualifications;0,584610441;1;4
1044;DE;Other;Degree;0,436663034;2;1
1045;MY;Other;Secondary;0,518367743;4;4
1046;CO;Female;Further education;0,290283919;3;2
1047;MY;Male;Primary;0,82708318;5;4
1048;EG;Other;Post-graduate qualifications;0,557663612;1;3
1049;NG;Female;None;0,175517311;6;0
1050;DE;Male;Post-graduate qualifications;0,632336546;1;1
1051;CO;Male;Primary;0,817316138;5;2
1052;MY;Female;Post-graduate qualifications;0,379098794;1;4
1053;CO;Male;None;0,736418806;6;2
1054;NG;Male;Secondary;0,604742076;4;0
1055;EG;Other;Primary;0,519319003;5;3
1056;DE;Female;Primary;0,094974889;5;1
1057;EG;Female;Further education;0,157435653;3;3
1058;DE;Other;Primary;0,48075808;5;1
1059;NG;Male;Secondary;0,851144768;4;0
1060;EG;Male;Further education;0,880098455;3;3
1061;NG;Female;Primary;0,082764267;5;0
1062;DE;Male;Secondary;0,871120492;4;1
1063;EG;Female;None;0,072768348;6;3
1064;CO;Other;Post-graduate qualifications;0,531618159;1;2
1065;DE;Other;Post-graduate qualifications;0,550008435;1;1
1066;EG;Female;Post-graduate qualifications;0,386662308;1;3
1067;MY;Male;Primary;0,613151991;5;4
1068;CO;Male;Secondary;0,655379416;4;2
1069;DE;Male;None;0,836685046;6;1
1070;NG;Female;Primary;0,320252498;5;0
1071;CO;Female;Further education;0,121164427;3;2
1072;CO;Female;Post-graduate qualifications;0,260186416;1;2
1073;NG;Male;Post-graduate qualifications;0,6096753;1;0
1074;MY;Male;Post-graduate qualifications;0,78572524;1;4
1075;DE;Other;Further education;0,589113693;3;1
1076;MY;Other;Degree;0,424661222;2;4
1077;MY;Male;Primary;0,870762261;5;4
1078;MY;Other;None;0,43762612;6;4
1079;CO;Other;Degree;0,506218079;2;2
1080;CO;Female;Primary;0,209853702;5;2
1081;EG;Female;Further education;0,096959802;3;3
1082;DE;Male;Degree;0,72501322;2;1
1083;DE;Other;Secondary;0,538864606;4;1
1084;MY;Male;Post-graduate qualifications;0,878387684;1;4
1085;EG;Female;None;0,15415093;6;3
1086;NG;Other;Further education;0,514557949;3;0
1087;MY;Other;Further education;0,53083462;3;4
1088;EG;Female;Primary;0,379294672;5;3
1089;CO;Female;Secondary;0,052641557;4;2
1090;MY;Female;Secondary;0,32072172;4;4
1091;EG;Male;Degree;0,896183274;2;3
1092;CO;Other;Further education;0,513167219;3;2
1093;CO;Male;Further education;0,991543441;3;2
1094;EG;Male;Primary;0,809016416;5;3
1095;NG;Male;Degree;0,792042464;2;0
1096;NG;Female;None;0,063613177;6;0
1097;DE;Female;Secondary;0,205082444;4;1
1098;MY;Female;None;0,371653909;6;4
1099;EG;Female;Post-graduate qualifications;0,057025925;1;3
1100;EG;Male;Secondary;0,85631239;4;3
1101;CO;Other;Secondary;0,53693998;4;2
1102;EG;Female;Further education;0,385560567;3;3
1103;CO;Other;Further education;0,497359351;3;2
1104;NG;Female;Further education;0,388450461;3;0
1105;DE;Male;Further education;0,936062459;3;1
1106;NG;Female;None;0,215875213;6;0
1107;DE;Female;Primary;0,258112927;5;1
1108;DE;Male;Secondary;0,620325166;4;1
1109;NG;Male;None;0,94616709;6;0
1110;DE;Female;Post-graduate qualifications;0,278179741;1;1
1111;MY;Female;None;0,024463154;6;4
1112;CO;Male;Post-graduate qualifications;0,614831744;1;2
1113;EG;Female;Primary;0,225829506;5;3
1114;EG;Female;Degree;0,237863978;2;3
1115;CO;Other;Further education;0,490441663;3;2
1116;DE;Female;Primary;0,116768067;5;1
1117;MY;Other;Primary;0,495851136;5;4
1118;MY;Other;None;0,524503187;6;4
1119;EG;Male;Post-graduate qualifications;0,705740827;1;3
1120;CO;Female;Primary;0,18466716;5;2
1121;EG;Male;Post-graduate qualifications;0,878563933;1;3
1122;DE;Female;Further education;0,159323361;3;1
1123;EG;Other;Secondary;0,584801775;4;3
1124;DE;Female;Secondary;0,056943043;4;1
1125;NG;Other;Secondary;0,563014277;4;0
1126;CO;Male;Degree;0,621404967;2;2
1127;MY;Male;Primary;0,951331114;5;4
1128;CO;Female;Further education;0,391132314;3;2
1129;NG;Female;Post-graduate qualifications;0,112276987;1;0
1130;MY;Female;Secondary;0,244538914;4;4
1131;NG;Female;Secondary;0,108669261;4;0
1132;NG;Male;Further education;0,744973972;3;0
1133;DE;Male;Post-graduate qualifications;0,841547171;1;1
1134;EG;Male;Primary;0,821142476;5;3
1135;DE;Female;Further education;0,374376037;3;1
1136;MY;Male;Primary;0,634114612;5;4
1137;NG;Female;Further education;0,071296716;3;0
1138;CO;Female;Further education;0,34055305;3;2
1139;DE;Other;Post-graduate qualifications;0,410593478;1;1
1140;EG;Female;Post-graduate qualifications;0,195062922;1;3
1141;MY;Female;None;0,334414038;6;4
1142;MY;Other;Primary;0,50426801;5;4
1143;CO;Male;None;0,811108178;6;2
1144;NG;Other;Post-graduate qualifications;0,441344733;1;0
1145;MY;Female;Secondary;0,058390504;4;4
1146;NG;Other;Further education;0,539180049;3;0
1147;DE;Female;Post-graduate qualifications;0,11987;1;1
